title,sjr,quartile
Historia Caribe,0.107,Q4
History and Sociology of South Asia,0.107,Q3
Implantologie,0.107,Q4
In Monte Artium,0.107,Q3
"Interiors: Design, Architecture, Culture",0.107,Q3
International Conference on Thermal Engineering,0.107,-
International Journal of Critical Pedagogy,0.107,Q4
International Neurological Journal (Ukraine),0.107,Q4
JFE Technical Report,0.107,Q4
Jahrbuecher fuer Geschichte Osteuropas,0.107,Q4
Japanese Journal of Neurosurgery,0.107,Q4
Journal of Arabian Studies,0.107,Q4
Journal of Architectural History,0.107,Q4
Journal of Automation and Information Sciences,0.107,Q4
Journal of Clinical Emergency,0.107,Q4
Journal of Economic and Social Measurement,0.107,Q4
Journal of Empirical Generalisations in Marketing Science,0.107,Q4
Journal of Health Policy and Outcomes Research,0.107,Q4
Journal of Indian Council of Philosophical Research,0.107,Q4
Journal of Inklings Studies,0.107,Q3
Journal of International Business Education,0.107,Q4
Journal of Otolaryngology of Japan,0.107,Q4
"Journal of Social, Political, and Economic Studies",0.107,Q4
Journal of the Ghana Science Association,0.107,Q4
Jurnal Hukum Bisnis Bonum Commune,0.107,Q4
Klinicka Farmakologie a Farmacie,0.107,Q4
L'Annee Sociologique,0.107,Q4
La Palabra,0.107,Q3
Languages Cultures Mediation,0.107,Q4
Learning and Analytics in Intelligent Systems,0.107,Q4
Literary Imagination,0.107,Q3
Lymphologie in Forschung und Praxis,0.107,Q4
Melanges de l'Ecole Francaise de Rome:Antiquite,0.107,Q3
Parallax,0.107,Q3
Pediatria i Medycyna Rodzinna,0.107,Q4
Philippine Journal of Systematic Biology,0.107,Q4
Plan Canada,0.107,Q4
Pravara Medical Review,0.107,Q4
Proceedings of the International CDIO Conference,0.107,-
Proceedings of the World Congress on Electrical Engineering and Computer Systems and Science,0.107,-
Przeglad Pediatryczny,0.107,Q4
Queeste,0.107,Q3
Raisons Politiques,0.107,Q4
Religion and Literature,0.107,Q3
Revista de Estudios Colombianos,0.107,Q3
Revista de la Facultad de Ciencias,0.107,Q4
Revue Internationale de Droit Economique,0.107,Q4
Revue Medicale de Bruxelles,0.107,Q4
Revue d'Histoire du XIXe Siecle,0.107,Q3
Revue des Mondes Musulmans et de la Mediterranee,0.107,Q4
San Diego International Law Journal,0.107,Q4
Situations,0.107,Q4
Social and Economic Studies,0.107,Q4
South African Museums Association Bulletin,0.107,Q3
Spectroscopy Europe,0.107,Q4
Studi AISV,0.107,Q4
Studia Iuridica Toruniensia,0.107,Q4
Studies in Interreligious Dialogue,0.107,Q4
Studies in Regional Science,0.107,Q4
Studii de Istoria si Teoria Arhitecturii,0.107,Q3
Studii si Cercetari Lingvistice,0.107,Q4
Taiwan International ESP Journal,0.107,Q4
Text Matters,0.107,Q3
Textile Museum Journal,0.107,Q3
Visual Arts Research,0.107,Q3
Vulcan,0.107,Q3
Word of Mouth,0.107,Q4
Zograf,0.107,Q3
Acta Botanica Venezuelica,0.106,Q4
Ancient Society,0.106,Q3
Aniki: Portuguese Journal of the Moving Image,0.106,Q3
Annotated Legal Documents on Islam in Europe,0.106,Q4
ArcHistoR,0.106,Q3
Asian-European Music Research Journal,0.106,Q3
Austrian Journal of Clinical Endocrinology and Metabolism,0.106,Q4
Balkan Journal of Philosophy,0.106,Q4
Biblos,0.106,Q4
Bijdragen en Mededelingen Betreffende de Geschiedenis der Nederlanden,0.106,Q4
Biotekhnologiya,0.106,Q4
Border Crossings,0.106,Q3
British Wildlife,0.106,Q4
Bulletin of Stomatology and Maxillofacial Surgery,0.106,Q4
Cadmo,0.106,Q4
Canadian Journal of History,0.106,Q4
Chemistry and Industry (London),0.106,Q4
China Studies,0.106,Q4
Chinese Journal of Gastroenterology,0.106,Q4
Chinese Journal of Medical Imaging Technology,0.106,Q4
Chinese Journal of Rheumatology,0.106,Q4
Competition Policy International,0.106,Q4
Contemporary Educational Research Quarterly,0.106,Q4
Convegno Nazionale di Bioingegneria,0.106,-
Costerus New Series,0.106,Q3
Cuadernos de Politica Criminal,0.106,Q4
Decyzje,0.106,Q4
Dotawo,0.106,Q4
Early Modern French Studies,0.106,Q3
Enrahonar,0.106,Q4
Espiritu,0.106,Q4
European Health and Pharmaceutical Law Review,0.106,Q4
Family Medicine. European Practices,0.106,Q4
Film International,0.106,Q3
"Fonti, Letterature, Arti e Paesaggi d'Europa",0.106,Q3
Forum Prawnicze,0.106,Q4
Gastroenterological Endoscopy,0.106,Q4
Global South,0.106,Q3
Govor,0.106,Q4
Hellenic Journal of Radiology,0.106,Q4
Hepato-Gastro et Oncologie Digestive,0.106,Q4
IEEE Women in Engineering Magazine,0.106,Q4
Infektoloski Glasnik,0.106,Q4
International Journal for Housing Science and Its Applications,0.106,Q4
International Journal of Biotechnology,0.106,Q4
International Journal of Community Diversity,0.106,Q4
International Journal of Nanomanufacturing,0.106,Q4
International Journal of Web Portals,0.106,Q4
International Journal on Disability and Human Development,0.106,Q4
Iraq,0.106,Q3
Italian Yearbook of International Law,0.106,Q4
Jaen Journal on Approximation,0.106,Q4
Japan Journal of Logopedics and Phoniatrics,0.106,Q4
Japanese Journal of Educational Psychology,0.106,Q4
Japanese Journal of Head and Neck Cancer,0.106,Q4
Journal of Caffeine and Adenosine Research,0.106,Q4
Journal of Celtic Linguistics,0.106,Q4
Journal of Clinical Hematology,0.106,Q4
"Journal of Educational Media, Memory, and Society",0.106,Q4
Journal of Forensic Document Examination,0.106,Q4
Journal of New Zealand and Pacific Studies,0.106,Q3
Journal of Transnational American Studies,0.106,Q4
Journal of Urban Cultural Studies,0.106,Q4
Journal of the Early Republic,0.106,Q4
Keramische Zeitschrift,0.106,Q3
Korean Language in America,0.106,Q4
LIT Literature Interpretation Theory,0.106,Q3
Liaquat National Journal of Primary Care,0.106,Q4
Lundiana,0.106,Q4
Memoria e Ricerca,0.106,Q4
Military Engineer,0.106,Q4
Modern Gastroenterology,0.106,Q4
Neonatal intensive care : the journal of perinatology-neonatology,0.106,Q4
Nijhoff Studies in European Union Law,0.106,Q4
Nineteenth-Century French Studies,0.106,Q3
Ornis Norvegica,0.106,Q4
Oxford Literary Review,0.106,Q3
Pharmaceutical Technology,0.106,Q4
Philologica Canariensia,0.106,Q3
Polish Yearbook of International Law,0.106,Q4
Portal,0.106,Q3
Postmodern Culture,0.106,Q3
Pratique Neurologique - FMC,0.106,Q4
"Proceedings of the International Conference on Sensing Technology, ICST",0.106,-
Publications of the English Goethe Society,0.106,Q3
RIG Kulturhistorisk Tidskrift,0.106,Q4
Recherches de Science Religieuse,0.106,Q4
Rechtskultur,0.106,Q4
Reflets et Perspectives de la Vie Economique,0.106,Q4
Review of High Pressure Science and Technology/Koatsuryoku No Kagaku To Gijutsu,0.106,Q4
Review of International American Studies,0.106,Q3
Revista de Estudios Historico-Juridicos,0.106,Q4
Revista de Musicologia,0.106,Q3
Revue Francaise d'Administration Publique,0.106,Q4
Revue d'Histoire des Sciences,0.106,Q4
Rivista del Diritto della Navigazione,0.106,Q4
Safundi,0.106,Q4
Scandinavian Studies,0.106,Q3
Sefarad,0.106,Q3
Serbian Studies,0.106,Q4
Series on Knots and Everything,0.106,Q4
South African Gastroenterology Review,0.106,Q4
Statistica e Applicazioni,0.106,Q4
Studia z Filologii Polskiej i Slowianskiej,0.106,Q4
Studii de Lingvistica,0.106,Q4
Taiwanese Journal of Agricultural Chemistry and Food Science,0.106,Q4
Terrae Incognitae,0.106,Q4
Textxet: Studies in Comparative Literature,0.106,Q3
Think (UK),0.106,Q4
Timber Bulletin,0.106,Q4
Tocqueville Review,0.106,Q4
Transactions of the Ancient Monuments Society,0.106,Q4
Transactions of the Japan Society for Computational Engineering and Science,0.106,Q4
Translation and Literature,0.106,Q3
Turkish Journal of History,0.106,Q4
Unasylva,0.106,Q4
Veterinaria,0.106,Q4
WHO Drug Information,0.106,Q4
War and Society,0.106,Q4
Women's Writing,0.106,Q3
Working Paper of the Helen Kellogg Institute for International Studies,0.106,Q4
Zeithistorische Forschungen,0.106,Q4
eMagRes,0.106,Q4
Acta Microbiologica Hellenica,0.105,Q4
Ada User Journal,0.105,Q4
Afrique Contemporaine,0.105,Q4
Akropolis,0.105,Q3
Aktuelle Dermatologie,0.105,Q4
Allgemeine Zeitschrift fur Philosophie,0.105,Q4
American Journal of Numismatics,0.105,Q4
Amoenitas,0.105,Q3
Analecta Hibernica,0.105,Q4
Annales Universitates Paedagogicae Cracoviensis. Studia ad Didacticam Mathematicae Pertinentia,0.105,Q4
Archaeologiae,0.105,Q4
Asia Pacific Issues,0.105,Q4
Athena: Filosofijos Studijos,0.105,Q4
Banking Law Journal,0.105,Q4
BioScope: South Asian Screen Studies,0.105,Q3
Bulletin of the Detroit Institute of Arts,0.105,Q3
Bulletin of the Kyushu Institute of Technology - Pure and Applied Mathematics,0.105,Q4
CASE Journal,0.105,Q4
CCAMLR Science,0.105,Q4
Ca' Foscari Japanese Studies,0.105,Q3
Cadernos CEDES,0.105,Q4
Carrefours de l'Education,0.105,Q4
Chinese Journal of Difficult and Complicated Cases,0.105,Q4
Chinese Journal of Hepatobiliary Surgery,0.105,Q4
Chinese Journal of Neurosurgery,0.105,Q4
Chinese Studies in History,0.105,Q4
Colloquia Humanistica,0.105,Q4
Conradiana,0.105,Q3
Contemporanea,0.105,Q4
"Direito, Estado e Sociedade",0.105,Q4
Economic Thought,0.105,Q4
Ekphrasis,0.105,Q3
Empan,0.105,Q4
European Pharmaceutical Contractor,0.105,Q4
Fayoum University Medical Journal,0.105,Q4
Film Criticism,0.105,Q3
Fire Risk Management,0.105,Q4
Food Technology,0.105,Q4
Foreign Policy,0.105,Q4
Forum on Immunopathological Diseases and Therapeutics,0.105,Q4
Genesis (Italy),0.105,Q4
German Quarterly,0.105,Q3
Gorteria: Tijdschrift voor Onderzoek aan de Wilde Flora,0.105,Q4
Guti Dianzixue Yanjiu Yu Jinzhan/Research and Progress of Solid State Electronics,0.105,Q4
Hiroshima Journal of Medical Sciences,0.105,Q4
Hortus Artium Mediaevalium,0.105,Q3
IP International Journal of Medical Microbiology and Tropical Diseases,0.105,Q4
Indian Journal of Forensic Medicine and Pathology,0.105,Q4
Indian Journal of Law and Justice,0.105,Q4
"Islamic Philosophy, Theology and Science: Texts and Studies",0.105,Q4
Japanese Journal of Clinical Chemistry,0.105,Q4
Japanese Journal of Lung Cancer,0.105,Q4
Journal Africain d'Hepato-Gastroenterologie,0.105,Q4
Journal de la Societe des Americanistes,0.105,Q4
Journal for Maritime Research,0.105,Q4
Journal of Architecture and Planning,0.105,Q4
Journal of European Economic History,0.105,Q4
Journal of Global South Studies,0.105,Q4
Journal of Leukemia and Lymphoma,0.105,Q4
Journal of Posthuman Studies,0.105,Q4
Journal of Sikh and Punjab Studies,0.105,Q4
Journal of the IEST,0.105,Q4
Journal of the New England Water Works Association,0.105,Q4
Journal of the Society for American Music,0.105,Q4
"Kinoshi Kenkyu Kaishi/Annals of the High Performance Paper Society, Japan",0.105,Q4
Knygotyra,0.105,Q3
Literature and History,0.105,Q3
Mediterranea,0.105,Q3
Mediterranee,0.105,Q4
Medizinische Monatsschrift fur Pharmazeuten,0.105,Q4
Metropolitan Museum of Art Bulletin,0.105,Q3
Michigan Quarterly Review,0.105,Q3
Minnesota Review,0.105,Q3
"Mnemosyne, Supplements",0.105,Q3
Nau Literaria,0.105,Q3
"Neurologia, Neurocirugia y Psiquiatria",0.105,Q4
Occhiali - Rivista sul Mediterraneo Islamico,0.105,Q4
Official Publication - EuroSDR,0.105,Q4
Osterreichische Zeitschrift fur Geschichtswissenschaften,0.105,Q4
Otorhinolaryngology (Italy),0.105,Q4
Petroleum Refinery Engineering,0.105,Q4
Pneumologia,0.105,Q4
Polymers Paint Colour Journal,0.105,Q4
"Proceedings - International Conference on Smart-Green Technology in Electrical and Information Systems, ICSGTEIS",0.105,-
Proceedings of International Conference on Research in Education and Science,0.105,-
Proceedings of the World Congress on New Technologies,0.105,-
Prometheus (Italy),0.105,Q3
Psychologist,0.105,Q4
Religiski-Filozofiski Raksti,0.105,Q4
Reports of Morphology,0.105,Q4
Resource: Engineering and Technology for Sustainable World,0.105,Q4
Revista Cubana de Obstetricia y Ginecologia,0.105,Q4
Revista Eletronica Direito e Sociedade,0.105,Q4
Revista Medica de Rosario,0.105,Q4
Revista da Abordagem Gestaltica,0.105,Q4
Revista de Filosofia: Aurora,0.105,Q4
Revista de la Asociacion Colombiana de Dermatologia y Cirugia Dermatologica,0.105,Q4
Revolutionary Russia,0.105,Q4
Revue d'Histoire des Mathematiques,0.105,Q4
Revue du MAUSS,0.105,Q4
Rhodora,0.105,Q4
Rinsan Shikenj Oha/Journal of the Hokkaido Forest Products Research Institute,0.105,Q4
Romance Studies,0.105,Q3
Romanian Journal of Political Science,0.105,Q4
Scandia,0.105,Q4
Scripta Judaica Cracoviensia,0.105,Q4
Sinapse,0.105,Q4
Slavica Slovaca,0.105,Q4
South African Statistical Journal,0.105,Q4
Southeastern Geology,0.105,Q4
Strategic Direction,0.105,Q4
Studies in Language Companion Series,0.105,Q4
Studies in Spanish and Latin American Cinemas,0.105,Q3
Suomalaisen Kirjallisuuden Seuran Toimituksia,0.105,Q4
Suvannabhumi: Multidisciplinary Journal of Southeast Asian Studies,0.105,Q3
Teaching Artist Journal,0.105,Q4
Theatre History Studies,0.105,Q3
Theology and Mission in World Christianity,0.105,Q4
Tipofilologia,0.105,Q3
Transactions of the Cambridge Bibliographical Society,0.105,Q3
Veredas do Direito,0.105,Q4
Warta Geologi,0.105,Q4
Welsh History Review,0.105,Q4
Western Folklore,0.105,Q3
Yearbook of Ancient Greek Epic,0.105,Q3
Youth in a Globalizing World,0.105,Q4
Zbornik Radova Filozofskog Fakulteta u Splitu,0.105,Q3
Zeitschrift fur Semiotik,0.105,Q3
AICCM Bulletin,0.104,Q3
Acta Classica,0.104,Q3
Acta Historica Tallinnensia,0.104,Q4
Acta Stomatologica Naissi,0.104,Q4
Advances in Historical Sociolinguistics,0.104,Q4
Al Abhath,0.104,Q3
American Journalism,0.104,Q4
American Periodicals,0.104,Q3
Anales de la Asociacion Fisica Argentina,0.104,Q4
Anglica,0.104,Q3
Annales de la Fondation Louis de Broglie,0.104,Q4
Archives of Asian Art,0.104,Q3
Argument (Romania),0.104,Q3
Asia Maior,0.104,Q4
Baku State University Law Review,0.104,Q4
Bangladesh Journal of Infectious Diseases,0.104,Q4
BioSpektrum,0.104,Q4
Brill Reference Library of Judaism,0.104,Q4
Brill's Studies in Intellectual History,0.104,Q4
British Plastics and Rubber,0.104,Q4
Brno Studies in English,0.104,Q3
Bulletin of Educational Research,0.104,Q4
Bulletin of the Physical Fitness Research Institute,0.104,Q4
Cancer Research and Clinic,0.104,Q4
Catalan Review,0.104,Q3
Cesky Casopis Historicky,0.104,Q4
Chimica Oggi,0.104,Q4
Chinese Historical Review,0.104,Q4
Chinese Journal of Infection and Chemotherapy,0.104,Q4
Chinese Journal of Medical Aesthetics and Cosmetology,0.104,Q4
Chinese Journal of Vascular Surgery,0.104,Q4
Codrul Cosminului,0.104,Q4
Comitatus,0.104,Q3
Comparative Legal History,0.104,Q4
Comparative Oriental Manuscript Studies Bulletin,0.104,Q3
"Contagion: Journal of Violence, Mimesis, and Culture",0.104,Q3
Contemporary Hypnosis and Integrative Therapy,0.104,Q4
Croatica Christiana Periodica,0.104,Q4
Croatica et Slavica Iadertina,0.104,Q3
Cuadernos del Cendes,0.104,Q4
Cubic Journal,0.104,Q3
Cutter Business Technology Journal,0.104,Q4
Dynamis,0.104,Q4
EEAG Report on the European Economy,0.104,Q4
ESPES,0.104,Q3
"East Asian Science, Technology, and Medicine",0.104,Q4
Edgar Allan Poe Review,0.104,Q3
Ethics and Medicine,0.104,Q4
European Yearbook of the History of Psychology,0.104,Q4
Frontiers of Philosophy in China,0.104,Q4
Gastroenterologie,0.104,Q4
Great Plains Quarterly,0.104,Q4
"Heranca - History, Heritage and Culture Journal",0.104,Q3
Hispanic Research Journal,0.104,Q3
Hrvatski Meteoroloski Casopis/Croatian Meteorological Journal,0.104,Q4
Indian Historical Review,0.104,Q4
Infini,0.104,Q3
Informacao e Sociedade,0.104,Q4
"Information, Medium, and Society",0.104,Q3
International Conference on Concept Lattices and Their Applications,0.104,Q4
International Conference on Digital Printing Technologies,0.104,-
International Journal of Computer Science and Applications,0.104,Q4
International Research Symposium on PBL,0.104,-
Iraqi Journal of Architecture and Planning,0.104,Q4
Israel Economic Review,0.104,Q4
Japanese Journal of Ecology,0.104,Q4
Japanese Journal of Leprosy,0.104,Q4
Jesuit Studies,0.104,Q4
Journal Of Organizational Behavior Research,0.104,Q4
Journal fur Gynakologische Endokrinologie,0.104,Q4
Journal of African Military History,0.104,Q4
Journal of American-East Asian Relations,0.104,Q4
Journal of Assessment and Institutional Effectiveness,0.104,Q4
Journal of Australian Taxation,0.104,Q4
Journal of Chinese Physician,0.104,Q4
Journal of Fatima Jinnah Medical University,0.104,Q4
Journal of Interventional Radiology,0.104,Q4
Journal of Romance Studies,0.104,Q3
Journal of Stem Cells,0.104,Q4
Journal of the Chinese Institute of Civil and Hydraulic Engineering,0.104,Q4
Journal of the Illuminating Engineering Institute of Japan (Shomei Gakkai Shi),0.104,Q4
Journal of the Japan Research Association for Textile End-Uses,0.104,Q4
Kodikas/ Code,0.104,Q4
Kriminalistik,0.104,Q4
Kroatologija,0.104,Q4
L'Homme (France),0.104,Q4
LEA,0.104,Q3
LIA Today,0.104,Q4
Liberte,0.104,Q3
Limite (Chile),0.104,Q4
Lodzkie Studia Etnograficzne,0.104,Q4
Mainzer Geowissenschaftliche Mitteilungen,0.104,Q4
Materiali per una Storia della Cultura Giuridica,0.104,Q4
Mechanical Engineering,0.104,Q4
Memorie della Societa Astronomica Italiana - Journal of the Italian Astronomical Society,0.104,-
Mester,0.104,Q3
Middle East Quarterly,0.104,Q4
Mississippi Quarterly,0.104,Q3
Modern Language Review,0.104,Q3
Modernism - Modernity,0.104,Q3
Muzikologija,0.104,Q4
NEC Technical Journal,0.104,Q4
NTP Technical Report on the Toxicity Studies Series,0.104,Q4
Natur und Recht,0.104,Q4
Ohio Journal of Science,0.104,Q4
Open Biochemistry Journal,0.104,Q4
Orient,0.104,Q4
Oxford German Studies,0.104,Q3
Panamerican Mathematical Journal,0.104,Q4
Partial Answers,0.104,Q3
Peking University Law Journal,0.104,Q4
Performing Islam,0.104,Q3
Perspectives on Political Science,0.104,Q4
Philosophical Readings,0.104,Q4
Popular Music History,0.104,Q4
Pouvoirs: Revue d'Etudes Constitutionnelles et Politiques,0.104,Q4
"Proceedings of the International Defense and Homeland Security Simulation Workshop, DHSS",0.104,-
Psychotherapies,0.104,Q4
Public Reason,0.104,Q4
Religions in the Graeco-Roman World,0.104,Q3
Renaissance and Reformation,0.104,Q3
Rendiconti del Seminario Matematico,0.104,Q4
Research Report ARR,0.104,Q4
Revista Brasileira de Plantas Medicinais,0.104,Q4
Revista Electronica Iberoamericana,0.104,Q4
Revista de Direito,0.104,Q4
Revue Belge d'Archeologie et d'Histoire de l'Art,0.104,Q3
Ricerca Folklorica,0.104,Q4
Rivista Italiana della Saldatura,0.104,Q4
Romanian Journal of Medical Practice,0.104,Q4
Russian Studies in Philosophy,0.104,Q4
Scandinavica,0.104,Q3
Sea Technology,0.104,Q4
Sixties,0.104,Q4
Springer Geology,0.104,Q4
Stilt,0.104,Q4
Storia della Donne,0.104,Q4
Sungkyun Journal of East Asian Studies,0.104,Q3
Supplements to the Journal for the Study of Judaism,0.104,Q3
"Surgery, Gastroenterology and Oncology",0.104,Q4
Swedish Journal of Romanian Studies,0.104,Q3
Synergies Algerie,0.104,Q4
Tamkang Journal of International Affairs,0.104,Q4
Technische Berichte des Hasso-Plattner-Instituts fur Softwaresystemtechnik an der Universitat Potsdam,0.104,-
Textiles Eastern Europe,0.104,Q4
Textiles South East Asia,0.104,Q4
Tijdschrift voor Filosofie,0.104,Q4
Travail et Emploi,0.104,Q4
Turkiye Klinikleri Cardiovascular Sciences,0.104,Q4
Ukrainian Therapeutical Journal,0.104,Q4
Ultimate Reality and Meaning,0.104,Q4
"Vestnik Sankt-Peterburgskogo Universiteta, Iskusstvovedenie",0.104,Q3
Vierteljahrshefte fur Zeitgeschichte,0.104,Q4
Wellsian,0.104,Q3
World Congress on Recent Advances in Nanotechnology,0.104,-
World Trade Institute Advanced Studies,0.104,Q4
Yingxiang Kexue yu Guanghuaxue/Imaging Science and Photochemistry,0.104,Q4
Zeitschrift fur Balkanologie,0.104,Q3
Zeitschrift fur Volkskunde,0.104,Q4
fib Bulletins,0.104,Q4
Acta Comeniana,0.103,Q4
Acta Universitatis Lodziensis. Folia Litteraria Romanica,0.103,Q3
